,ID,device,site_latitude,site_longitude,humidity,temp_mean,SulphurDioxide_SO2_column_number_density,SulphurDioxide_SO2_column_number_density_amf,SulphurDioxide_SO2_slant_column_number_density,SulphurDioxide_cloud_fraction,SulphurDioxide_sensor_azimuth_angle,SulphurDioxide_sensor_zenith_angle,SulphurDioxide_solar_azimuth_angle,SulphurDioxide_solar_zenith_angle,SulphurDioxide_SO2_column_number_density_15km,CarbonMonoxide_CO_column_number_density,CarbonMonoxide_H2O_column_number_density,CarbonMonoxide_cloud_height,CarbonMonoxide_sensor_altitude,NitrogenDioxide_NO2_column_number_density,NitrogenDioxide_tropospheric_NO2_column_number_density,NitrogenDioxide_stratospheric_NO2_column_number_density,NitrogenDioxide_NO2_slant_column_number_density,NitrogenDioxide_tropopause_pressure,NitrogenDioxide_absorbing_aerosol_index,NitrogenDioxide_cloud_fraction,NitrogenDioxide_sensor_altitude,Formaldehyde_tropospheric_HCHO_column_number_density,Formaldehyde_tropospheric_HCHO_column_number_density_amf,Formaldehyde_HCHO_slant_column_number_density,Formaldehyde_cloud_fraction,UvAerosolIndex_absorbing_aerosol_index,UvAerosolIndex_sensor_altitude,Ozone_O3_column_number_density,Ozone_O3_column_number_density_amf,Ozone_O3_slant_column_number_density,Ozone_O3_effective_temperature,Ozone_cloud_fraction
10,ID_R1WW15T5LT,aq_36,0.354825,32.67781,0.9346770835,20.10833333375,-5.6109919359568456e-05,0.8575205679191311,-7.632476553290342e-05,0.1435298635639603,-102.30486379827622,12.123065384622784,-120.53102273225022,31.6241228824607,-1.9028840056787477e-05,0.0346045096826274,2076.1286061408546,1894.2354421389769,829743.6872442431,5.5588720259432266e-05,2.0929494968267303e-05,3.334054999105516e-05,9.908210224178729e-05,9161.168044367474,-2.052960846372207,0.0803798528058333,829761.5126799578,0.0005485398578457,0.7512750029563563,0.000353831652319,0.4013454914092836,-1.3711506128310536,829758.5624999624,0.1203054860234206,2.204567670822044,0.2685462832450745,231.4767303466692,0.4032881855964478
11,ID_O8UUHB8DKP,aq_56,0.3101,32.516,0.3365347221666666,11.706944444166666,-0.0002638259611558,0.8399848937989393,-0.0002216098218923,0.150868460536023,72.86599731445312,50.848480224609375,-146.6152801513672,28.346105575561527,-8.992356015370486e-05,0.039899148450504,2265.543724085224,3025.3491516916506,829387.6958882954,8.276622247650452e-05,5.219775994192568e-05,3.0568466172557644e-05,0.0001218181714648,8613.738367588428,-2.778201103210817,0.0902571380138516,829415.8750001098,0.0004521336522885,1.2271990776063637,0.0004867653769907,0.150868460536023,-2.778199195862184,829415.8750001098,0.1136271208524854,2.6973042488101715,0.3129364848137316,228.10496520999112,0.1462856829166605
12,ID_IXSSO19IJX,aq_70,0.286595,32.506107,0.3597152778333333,13.163667929583331,0.0002392584719927,0.8602507710456267,0.00020582228899,0.0282982792705278,-98.94173431396484,45.6522102355957,-129.59974670410156,37.836219787597656,8.908297604647795e-05,0.0327788476795672,2190.24727997014,671.7767986066312,829852.4129475113,4.981818710802718e-05,1.8492155504644533e-05,3.132603160338265e-05,0.0001077538836398,8613.72567935976,-2.047206878661972,0.0428247302770585,829882.999999944,0.000150655163452,1.0022981166838922,9.380997653351464e-05,0.0282982792705278,-2.047217369079452,829882.999999944,0.1132900342345161,2.652634382247746,0.3046351373195443,230.5878906249844,0.027999471873043
13,ID_8X0QTNB7A2,AR2RHV97,0.343729,32.5513136,0.8362013888750001,21.36180555625,1.2140620477389992e-05,0.8280203209860805,-1.144834498292198e-05,0.1627644030013196,-99.72912379257806,36.97218804874197,-115.98543253519829,34.28936630362328,-2.47916665467078e-06,0.0318829030979157,3087.540770785686,3461.3121265716386,829805.5950589866,5.718218822754221e-05,2.2017574377195365e-05,3.5190883375402504e-05,0.0001183914051056,8710.388291433406,-1.4952993472293925,0.1001213807900891,829840.2086379379,0.0001034924824192,1.0707131436600563,5.318062354556504e-05,0.2550000615930322,-1.2015453583627116,829836.3823585104,0.1146495927170404,2.4659505312054137,0.2852344564617364,225.42492966614896,0.8078423367448417
14,ID_JROQ2AABRT,aq_74,0.307489,32.611755,0.7538863636363636,24.94469697,-4.485180069633935e-05,0.7753811877609309,-3.2799204620974084e-05,0.219734742523381,74.60428237915039,33.489944267272946,-122.8569450378418,26.287432861328124,-1.5165315279947174e-05,0.0328418849755873,2435.3413101990354,2866.959365708907,829520.8442735609,5.4580124310431234e-05,2.1940305432113497e-05,3.448405751144909e-05,0.0001025243453353,9290.326318713884,-2.4216478898864278,0.0887658703731627,829544.0901420705,0.0001082264547303,1.117411418288644,6.51674568098103e-05,0.2576105957630589,-2.225475549697775,829539.9374999624,0.1141213774681039,2.334500074386491,0.27127546072005,222.6393127441305,0.8905754089355066
15,ID_1KRJM4ENT5,APZ80RTM,0.3066659,32.6085497,0.8553948864166667,22.569791667083333,-8.54066408480035e-05,0.6929231459728007,-5.695499136483496e-05,0.1084919491435182,76.52269242690025,11.205985384650896,-132.8533770815357,31.029175279108443,-1.3853005338487244e-05,0.0324743992063591,3006.0958808033984,2939.751580383448,829649.200587061,7.181762252809313e-05,4.552385043430453e-05,3.132131409446441e-05,0.0001026851139077,8807.047519058164,-2.351787874997588,0.1150852319480933,829667.4528149351,0.0002145308644034,1.0646486951036924,0.0001447167880548,0.3850956759737259,-1.199266715285936,829663.5000000914,0.12193517947826,2.171513752312203,0.2688505250112677,232.0532273838208,1.00000000000011
16,ID_HRL7K5KPBU,AB6051M4,0.3907412,32.5822574,0.8027986110833334,22.023958333333336,8.727043202148706e-05,0.7838441238431945,5.6632359311998994e-05,0.168915210503815,-81.59066865090196,39.94768280520515,-113.77001096979052,34.19773613950779,-2.8791855110949265e-06,0.032691706981349,2736.19149073295,3185.887305399058,829806.0881211843,4.736847801809879e-05,1.730351038506686e-05,3.3120189049945235e-05,0.0001127505833392,9483.60183555388,-1.2228393501903536,0.175993696124236,829859.8582590388,0.0001888298762606,0.7910466461405476,9.572602114550592e-05,0.3884473785921431,0.2432499962318293,829828.062499746,0.1183561817884479,2.5934544551598937,0.3116862087015044,229.67421917049177,0.9999952391009188
17,ID_3UTEJWPM7N,aq_29,0.3075,32.6206,0.8472118055833334,22.380555555416667,1.4699700113828164e-05,0.784407418966313,1.1744980656636596e-05,0.1464868769049637,72.1680076599121,57.33768997192383,-118.09463424682616,21.08186731338501,4.9065396524366444e-06,0.0303513836115463,2566.7849121082327,3564.895019529664,829311.124999631,5.8312275723438025e-05,2.529459412556842e-05,3.3017680834746707e-05,0.0001278881209145,9645.142721756783,-3.0662475585938163,0.088743401691318,829347.9437500177,0.0001830794036276,1.1591989703689234,0.0001425341103743,0.2359296318424653,-2.592493534088017,829337.4374999624,0.1194095462560599,2.873486995696892,0.3507652282714685,229.9763793945208,0.5833095908164714
18,ID_XRYR12FBYP,AJCK5L86,0.343898,32.587226,0.958690972375,18.28194444375,6.749699471068018e-05,0.7793103886363342,5.625786532003735e-05,0.2248151705616753,73.91792675697577,40.34878108016714,-100.8148750241266,20.92308560085564,1.846860383098759e-05,0.0329965306468722,2748.797449949082,3115.0619938465843,829413.4905318384,4.35542088427878e-05,1.1958104697309604e-05,3.184817143823521e-05,0.0001006100202048,8837.230261991104,-2.5237543478354167,0.1278292526799749,829615.6036273137,0.0001163529555334,1.2864312183433009,6.929081720359807e-05,0.3369642742721416,-1.8383504347340045,829373.5226416884,0.1196937438290177,2.7303668622859405,0.3324803267617381,230.85010409294068,0.7652985408280164
19,ID_2H6QCJ2YD7,aq_49,0.28368,32.60048,0.80352777775,22.91701388875,-0.0002386819263642,0.9872883063662358,-0.0002497067468517,0.1334271036785698,-98.9503997967774,45.44582368728654,-110.08496290334848,34.43903115605032,-0.0001094021816876,0.0325895646746693,2459.810954771694,3921.530436022599,829835.2712642361,5.129129682682237e-05,1.6466744252726066e-05,3.482455128164286e-05,0.0001171164622147,8613.72408912293,-1.6530267465135198,0.0884844694101379,829859.8108727132,0.0001499352979096,1.4539318402680872,0.0001354856372164,0.1334271036785698,-1.6530271956326672,829859.8108727132,0.120720382715315,2.600239602039263,0.3179676698996008,231.23094170568623,0.1344276327017578
20,ID_GZ63OJOJZY,aq_61,0.3730780000000001,32.628226,0.8223939394545454,22.73598484818182,8.931123973315707e-05,0.7588021707834753,6.37966815024684e-05,0.1767784395205434,-63.9532167320742,37.21116674787599,-116.16421473668584,33.81525551626547,2.3321224726659717e-07,0.0323352217674283,3287.372802734664,3855.357666015964,829853.562500073,5.41073292548368e-05,2.118605652346678e-05,3.442134591166256e-05,0.0001301718340413,9741.781318260651,-1.1998442664971507,0.1741954850771069,829887.9247917274,0.0002375917137784,0.7000835290773768,0.0001091102050408,0.359341977554998,-1.7874680757531298,829890.8125004047,0.1156602576375571,2.898928403855784,0.3407549262048475,229.88470458995585,0.5334704518320778
21,ID_9Z87TVPT30,aq_60,0.30778,32.651449,0.7849062500625,23.285416666875,0.0001087514061139,0.7210228515354185,8.108727176449767e-05,0.1817773424436084,40.36302791469005,15.636134005348172,-122.89157292875475,28.95513731424659,3.441969534707717e-05,0.0338241830468211,2367.64575195336,2674.5073242190147,829635.3125000822,5.738712192333514e-05,3.112704419251651e-05,3.18039114177771e-05,9.678584703775712e-05,9193.636586710782,-2.229967711648721,0.1561616108489836,829669.5715585817,0.0001258725533262,1.1562539339066569,8.492965571350233e-05,0.4439267218113336,-2.269728183746512,829655.7500000638,0.121621802449237,2.1337873935701337,0.2636245787143939,231.3588714599813,0.4437338709831628
22,ID_XWOWCZ4RJC,A0WN66FH,0.2857506,32.5783253,0.7880694445416667,22.914236110833333,0.0001722439785455,0.7221792838416701,0.0001364317111557,0.0932361145723662,-99.25917523270984,42.07865375116989,-112.90433640263124,34.463947618190545,6.105589881492595e-05,0.0412696268424714,2108.812791996153,2667.5704370016915,829819.8266977177,6.601419734851113e-05,3.3452823009864473e-05,3.292883680721288e-05,0.0001374325441604,9193.614659892926,-1.687044082304433,0.1245294547677829,829849.2487893846,8.701309320145685e-05,1.6385949538667195,7.485219381323043e-05,0.3591558856877848,-0.1099160835146829,829851.062499944,0.1192638501524844,3.044990539550576,0.367532253265356,224.35375976560985,0.9999999999999324
23,ID_HMTU9VXHSD,AR2RHV97,0.343729,32.5513136,0.7695,22.329166666666666,-2.4418950423527503e-05,0.7225884822802042,-2.053392057638765e-05,0.0164438177348219,73.63985150878946,43.44455954864862,-141.7587021685174,28.31483513345713,-8.852523810455893e-06,0.0282466672360884,2119.807128906154,1317.9403076171277,829471.5624999624,6.532782608695654e-05,3.284567501410291e-05,3.2482152006107535e-05,0.0001150543100625,8613.729766810184,-1.926640345829816,0.0240987343631621,829469.959531666,0.000210845915717,1.7909675836565082,0.0003080938768107,0.42296144366269,-1.6763803958894667,829490.1250000914,0.11961463838817,2.315748691559093,0.2830753624439551,226.76074218752493,0.4230638444424141
24,ID_6QBGNPFSOG,aq_47,0.3516999999999999,32.591,0.8055763888333334,22.616666665833336,-2.4418950423527503e-05,0.7225884822802042,-2.0533920576387653e-05,0.0164438177348219,73.63985150878946,43.44455954864863,-141.75870216851737,28.31483513345713,-8.852523810455893e-06,0.0282466672360771,2119.807128905307,1317.940307616601,829471.5624996308,6.532782608695654e-05,3.284567501410291e-05,3.2482152006107535e-05,0.0001150543100625,8613.729766810184,-1.926640345829816,0.0240987343631621,829469.959531666,0.0001630404329839,1.6969003947331476,0.0002095355585329,0.358134846465148,-2.0455737659845443,829490.124999944,0.1196623506923377,2.3107363081532566,0.2823784831200454,226.92495872657616,0.3581011219580695
25,ID_1R91EAFMNT,ANQ16PZJ,0.3534645999999999,32.5603223,0.662126894,21.704671718333334,-6.0394401801519646e-05,0.4641368306796271,-2.7333087054369888e-05,0.2322873297666518,71.62312846430807,62.18639958202418,-133.03471202405294,21.27399980461658,-1.0417826581791009e-05,0.0375475569471133,2228.2179856022544,2810.0452384103087,829259.4622755686,5.554642564035106e-05,2.525080822748156e-05,3.0295617796708634e-05,0.0001324187126727,9355.22925766845,-2.41803273059888,0.0855854720488918,829285.9509065636,-1.698836604191379e-05,0.7463239431380887,-7.891898712841436e-05,0.5232791900634529,-2.898023843765128,829287.9999999624,0.1155909076332993,3.147192478179789,0.371200203895552,227.9547424316303,0.525773048400855
26,ID_F7WJTZBFO8,aq_36,0.354825,32.67781,0.8479687500833334,21.903125000416665,-0.0001343351002921,0.8362997471616633,-0.0001304242900308,0.1189681070385265,-102.4422928140347,10.774505186760011,-119.46043229188211,31.11802652324902,-5.372777431620331e-05,0.0374881349060633,2821.0274296174134,2393.777516360352,829731.6969342822,4.9549678392181605e-05,1.6477286390268673e-05,3.335516495254458e-05,9.177855493116576e-05,9257.8265242289,-2.1654429568910367,0.0748739388025827,829758.521521879,0.000206542546166,1.405915434285314,0.0001855777588241,0.2299252552440065,-0.4794313311575561,829752.7499997782,0.113078564405411,2.2484507560723968,0.2579725086688306,225.5264587401741,0.9999999999997328
27,ID_Y0GK0VPRAF,aq_57,0.3547,32.5026,0.482,12.82048611125,-4.973225870489753e-05,0.7379797794182053,-2.4279148025659136e-05,0.1425435311691507,76.26825449642769,14.278028516626607,-126.941421670186,29.49686759986868,-8.792346470287068e-06,0.0277408907361663,2307.690343687768,3796.10309012399,829635.5507546681,6.905554510013661e-05,4.330126316092335e-05,3.143048597442315e-05,0.000102085690579,9000.356501299399,-2.419874248335682,0.1035306099164841,829662.2483618616,0.0001579957029351,1.274617141288377,0.0001252967962847,0.3580438448837306,-1.0857687781344114,829656.8125000177,0.1216836407891012,2.1457162710175712,0.2648795113205475,231.4019315563617,1.000000000000021
28,ID_Y4D3QTZE98,APYZC5J7,0.3199696,32.5955484,0.7778368056249999,23.06354166583333,0.000159865882486,0.731107596015652,7.284744630292721e-05,0.1773059247294818,71.40422507152712,63.99544020601276,-101.20626190903155,16.962503530577216,1.9827694120090844e-05,0.0279175601899654,2143.410156250236,2163.9018554689883,829238.1875000913,4.199752511153836e-05,1.1468014882904751e-05,3.250083240657911e-05,0.0001187240757087,8710.395586102604,-2.172513013015082,0.0792828675929772,829248.2585222728,0.0001599352458598,1.142700696396141,0.0001090007787478,0.369572583117309,-1.818824041540808,829268.4414423016,0.1208699019175402,3.1501046903319843,0.3871886806529465,233.2972776039982,0.6132844613771663
29,ID_XB5WV935HI,aq_59,0.3815760000000001,32.647109,0.7413544822499999,22.66354166625,-3.473468085695794e-05,0.4666857969734458,-1.598499498110879e-05,0.2276219289203693,71.62316324669288,62.16685420505886,-133.0483863624226,21.285447743726653,-1.3920677190401647e-06,0.0362730597889929,2264.8459354028937,2793.92908341529,829257.8120070497,5.554642564035106e-05,2.525080822748156e-05,3.0295617796708634e-05,0.0001324187126727,9355.22925766845,-2.41803273059888,0.0855854720488918,829285.9509065636,-2.4959333534507863e-05,0.9528511168823636,-8.847502671542669e-05,0.4286850022064976,-2.6052967389189727,829288.0623674822,0.1155124635026861,3.1458178474277845,0.3706909638802817,224.91445515724016,0.8484555039665783
30,ID_2NLTF3MQM6,APYZC5J7,0.3199696,32.5955484,0.7995972221666667,23.183680555,8.901266080037704e-05,0.7930224489873502,5.426743721568839e-05,0.1624320852731935,-64.16547015169336,34.818965516751135,-115.47007964884683,33.17991745145058,3.234752925696992e-07,0.0341331932833725,2505.2283357870574,4004.92348041732,829761.6875000776,4.691786079288243e-05,1.7242819599461008e-05,3.224278277086237e-05,0.0001030913490847,9386.945993332663,-1.486229253722184,0.2010643085173408,829810.4434388687,0.000419845280703,1.170123577117607,0.0004328878130762,0.3243467509745684,-1.685356736182716,829776.2499997781,0.1144785806536368,2.250262975692148,0.2610570490359562,223.7566986083386,0.3246906399725999
31,ID_MQC7UTXAIA,AY2J2Q7Z,0.3075842,32.5670775,0.8009479167083334,23.08055555583333,-6.089566022143453e-06,0.7529872333710155,-1.9057865436308177e-06,0.1171750699671261,39.774784627368845,22.005380662576066,-120.73577923004032,27.18471911591202,-1.7313651314265991e-06,0.0309278909117017,3233.714843750356,3089.54199218784,829599.1875000914,6.393893967253151e-05,3.239503604895079e-05,3.184568851180204e-05,0.0001076545411015,9000.341145217622,-2.280897007647351,0.1282662311789784,829626.6105330668,0.0002447987533438,0.9397581267991202,0.000128225155179,0.3635219452929925,-1.7291467189788037,829618.1874999624,0.1178335249423927,2.2704575061797065,0.2728986740112181,229.0682830810443,0.682575285434692
32,ID_OGTJANDL2E,aq_70,0.286595,32.506107,0.8590972222083333,20.571180555,-0.0001045330332835,0.6594880620130957,-0.000113093559604,0.2228295566909366,-30.31894136446295,56.27497031590932,-114.87567454986838,29.15188846405533,-4.92220838928711e-05,0.0338710592797537,2170.983642368285,2617.4083827073528,829613.0671785487,5.099296468864954e-05,1.576247507992616e-05,3.545440464638603e-05,0.0001211492604218,9741.75402986968,-1.8908416441679048,0.102676613664306,829817.4321958148,9.593176326341458e-05,1.4520035823620518,8.056123303896431e-05,0.2981705513763986,-1.2326736926789983,829758.2396752199,0.1204863872663875,2.727222456357379,0.333755967098148,230.34438299783807,0.5282243850416808
33,ID_WY0MFYITBV,AKSLS0FP,0.2650066,32.6255992,0.8473614267916667,21.410069444166663,-0.0001083915240858,0.7343952770929547,-7.473872434794285e-05,0.0590389934794442,75.29028161119446,25.71598787019995,-77.44965674688885,21.32900754751744,-3.800369180771698e-05,0.047444991943382,2249.329881741868,1261.5275041346,829551.9997188293,9.031046281849468e-05,5.6988470950611534e-05,3.3321990019465776e-05,0.0001545091160431,8710.391798573868,-2.1166937615752546,0.0575472562770869,829572.8032475002,0.0002477598669486,1.0172824383716523,0.0001860427494521,0.0573569520155604,0.0040238783204654,829575.1300454092,0.1204180830254276,2.2341185909580896,0.2735293554413621,231.83422679044745,0.9999999569305068
34,ID_I03RWBD01Y,aq_30,0.059604,32.46032,0.8208695652173913,22.508333334347828,0.0003059316950384,0.7382016181946613,0.0002258392632939,0.1714296936989019,-99.02147674560548,45.01848602294922,-124.78596496582033,37.51581573486328,0.0001000964475679,0.0363031551241914,2628.4460449221647,3069.9489746097133,829891.1250000914,4.53696193289993e-05,9.548241905578069e-06,3.582137651392653e-05,0.0001085266485461,9580.29430391788,-2.456224918365749,0.0845914334058854,829921.3750000914,0.0001146111317211,0.9470270872117132,5.151783625479424e-05,0.1714296936989019,-2.456226348877224,829921.3750000914,0.1148678660392887,2.630369424820236,0.3068467974663119,231.16419982912703,0.1682675182819552
35,ID_T6C32N83XZ,aq_57,0.3547,32.5026,0.3516840277916666,10.630555555416668,1.4699700113828158e-05,0.784407418966313,1.1744980656636596e-05,0.1464868769049637,72.1680076599121,57.33768997192383,-118.09463424682616,21.08186731338501,4.9065396524366444e-06,0.0342001765966453,1585.0904541017371,2508.990478515901,829311.1875000914,5.8312275723438025e-05,2.529459412556842e-05,3.3017680834746707e-05,0.0001278881209145,9645.142721756783,-3.0662475585938167,0.088743401691318,829347.9437500177,6.61413941997946e-05,1.84038877487158,5.93758704780987e-05,0.3957311213015979,-2.039673566817964,829337.9999998888,0.1129694283008423,2.9335284233089327,0.3387813270091556,226.7462158202821,0.3964827060698931
36,ID_UO4JGFTNYN,AR2RHV97,0.343729,32.5513136,0.8798888887916667,20.969444444166665,0.0001575482264742,0.791968072622979,0.0001192153199554,0.1937938449901116,-99.45292300038474,39.6046572530945,-120.0318569485999,35.463578575347505,9.837513955297864e-06,0.03594499453902,2289.5788574217204,2825.1745605466845,829832.749999944,5.402809173477413e-05,2.3105064622662225e-05,3.399417506442605e-05,0.0001266040740703,9483.607935530348,-1.0069262926716298,0.1846127972495202,829881.8331371634,0.0001884958017449,0.7934393777814743,9.628553754428646e-05,0.3888674695719838,0.3279944405192737,829861.2948977582,0.1176894614772403,2.5253399514010217,0.3007344814366678,235.3909717672128,0.9921269500601464
